timestamp,metal,currency,exchange,symbol,prev_close_price,open_price,low_price,high_price,open_time,price,ch,chp,ask,bid,price_gram_24k,price_gram_22k,price_gram_21k,price_gram_20k,price_gram_18k,price_gram_16k,price_gram_14k,price_gram_10k
1734883540,XAU,USD,FOREXCOM,FOREXCOM:XAUUSD,2594.355,2594.355,2589.7,2631.895,1734652800,2623.04,28.68,1.11,2623.46,2622.62,84.3327,77.305,73.7911,70.2772,63.2495,56.2218,49.1941,35.1386
