Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Date,,,,,
2023-10-01,1985.199951171875,2004.0999755859375,1809.4000244140625,1844.0999755859375,8474
2023-11-01,2038.0999755859375,2052.10009765625,1932.5999755859375,1990.5,199965
2023-12-01,2062.39990234375,2130.199951171875,1975.0,2038.300048828125,8723
2024-01-01,2048.39990234375,2073.699951171875,2002.5999755859375,2063.5,184500
2024-02-01,2045.699951171875,2064.5,1984.800048828125,2040.199951171875,10472
2024-03-01,2217.39990234375,2234.10009765625,2041.800048828125,2043.0999755859375,241903
2024-04-01,2291.39990234375,2429.0,2230.0,2235.699951171875,8117
2024-05-01,2322.89990234375,2435.800048828125,2277.60009765625,2287.699951171875,154217
2024-06-01,2327.699951171875,2385.10009765625,2285.39990234375,2322.60009765625,7958
2024-07-01,2426.5,2473.10009765625,2321.699951171875,2323.800048828125,155434
2024-08-01,2493.800048828125,2527.300048828125,2367.39990234375,2446.699951171875,12103
2024-09-01,2636.10009765625,2672.10009765625,2476.300048828125,2501.60009765625,24007
2024-10-01,2738.300048828125,2789.0,2602.5,2631.39990234375,4495
2024-11-01,2657.0,2756.0,2554.199951171875,2745.5,307970
